Comentario,Autor,URL_Video,Idioma,Fecha_Publicacion_Comentario,Polaridad,Subjetividad
thats rich the party that is all about the lesbian and gay movement is slandering somebody about his sexuality so much for total inclusion,@roncrum6465,https://www.youtube.com/watch?v=Y2gpiK0dtdQ,,2024-11-02 18:20:37,0.24791666666666667,0.5708333333333333
look and sound like there is about dozen people there,@DeborahSch,https://www.youtube.com/watch?v=Y2gpiK0dtdQ,,2024-11-02 18:16:47,0.4,0.4
everyone who paid tax got tax cut it wa tax cut not handout,@DeborahSch,https://www.youtube.com/watch?v=Y2gpiK0dtdQ,,2024-11-02 18:11:36,0.0,0.0
looked in the mirror lately,@CathyKurpielc,https://www.youtube.com/watch?v=Y2gpiK0dtdQ,,2024-11-02 18:11:18,-0.3,0.6
i dont like anything about this guy or most politician but this is clearly just slip of the tongue all of you getting riled up in these comment need help bro just be normal people ffs what happened to society,@BLINDEYE,https://www.youtube.com/watch?v=Y2gpiK0dtdQ,,2024-11-02 17:45:12,0.25,0.5111111111111111
clearly slip of the tongue whats everyone getting worked up over,@someenglishguy,https://www.youtube.com/watch?v=Y2gpiK0dtdQ,,2024-11-02 17:40:07,0.10000000000000002,0.3833333333333333
so much for being pro lgbt the left is so delusional,@kingstonluna2008,https://www.youtube.com/watch?v=Y2gpiK0dtdQ,,2024-11-02 17:28:52,0.1,0.1
wow laughing about calling someone gay,@bigdawg83,https://www.youtube.com/watch?v=Y2gpiK0dtdQ,,2024-11-02 17:24:38,0.25833333333333336,0.7916666666666667
i used to think the democrat were crazy for saying that men can have period but then i met tim walz donald trump,@mrrandom1265,https://www.youtube.com/watch?v=Y2gpiK0dtdQ,,2024-11-02 17:12:48,-0.6,0.9
that wa kinda funny tho,@nathanbingham3204,https://www.youtube.com/watch?v=Y2gpiK0dtdQ,,2024-11-02 17:12:18,0.25,1.0
highlight one of the biggest problem in the country it really isnt that big of deal by itself however you dont have to imagine what would happen if trump said this in rally the medium is moving closer and closer to foreign communist medium a the day go by,@Jake-oe2xq,https://www.youtube.com/watch?v=Y2gpiK0dtdQ,,2024-11-02 16:59:23,0.025000000000000005,0.1416666666666667
great content a always i need some advice i have safepal wallet with usdt and i have the seed phrase alarm fetch churn bridge exercise tape speak race clerk couch crater letter how should i go about transferring them to binance,@MadisonClavet-r5l,https://www.youtube.com/watch?v=Y2gpiK0dtdQ,,2024-11-02 16:43:51,0.8,0.75
oh,@thinhduong8552,https://www.youtube.com/watch?v=Y2gpiK0dtdQ,,2024-11-02 16:41:16,0.0,0.0
if the shoe fitjust the way elon musk wa jumping up on stage give the answer to that remark,@sandraannaklondikelee7481,https://www.youtube.com/watch?v=Y2gpiK0dtdQ,,2024-11-02 16:37:24,0.0,0.0
why is their rhetoric always on donald trump instead of their policy seems this is what politics been reduced to playground battle,@SS36913,https://www.youtube.com/watch?v=Y2gpiK0dtdQ,,2024-11-02 16:15:53,0.0,0.0
seems like just messed up his word but we all know how all political speech that werent meant to be something can get blown way out or proportion,@Hi_im_Ruben,https://www.youtube.com/watch?v=Y2gpiK0dtdQ,,2024-11-02 16:10:16,0.0,0.1
clearly meant to say guy but said gay and immediately corrected himself,@csanders42,https://www.youtube.com/watch?v=Y2gpiK0dtdQ,,2024-11-02 16:05:15,0.25833333333333336,0.48333333333333334
said trump couldnt open doorbet timmy couldnt open locked door either hey timmy how about how you wa in the military for yr and you cant load gunafter that embarrassing moment on video i wouldnt be saying anything about anybody being incompetent,@paulpage9651,https://www.youtube.com/watch?v=Y2gpiK0dtdQ,,2024-11-02 16:01:09,-0.11249999999999999,0.3666666666666667
ppl didnt go get tp in bulk of their own will it wa told to them lol,@dolphin8815,https://www.youtube.com/watch?v=Y2gpiK0dtdQ,,2024-11-02 15:59:24,0.7,0.85
in this day and age that j just so sad to hear someone say that this guy is fake and i believe is bought and owned by china,@Kenny-bj2zq,https://www.youtube.com/watch?v=Y2gpiK0dtdQ,,2024-11-02 15:48:35,-0.5,1.0
go open candy store,@davesherod5273,https://www.youtube.com/watch?v=Y2gpiK0dtdQ,,2024-11-02 15:36:06,0.0,0.5
dumb,@davesherod5273,https://www.youtube.com/watch?v=Y2gpiK0dtdQ,,2024-11-02 15:35:10,-0.375,0.5
waltz should be ashamed of himself and the thing did to his student a principal im sure know that word very well a doe michigan mg wake up people,@shaunabowman1072,https://www.youtube.com/watch?v=Y2gpiK0dtdQ,,2024-11-02 15:34:23,0.35,0.5944444444444444
elon didnt get tax cut moved his tesla company to texas cause wa the only company who didnt get tax break and wa the only one who should have since his line of vehicle go along with there green new deal,@shaunabowman1072,https://www.youtube.com/watch?v=Y2gpiK0dtdQ,,2024-11-02 15:32:21,-0.015909090909090914,0.6886363636363636
tampon tim,@jrewing-i3m,https://www.youtube.com/watch?v=Y2gpiK0dtdQ,,2024-11-02 15:24:32,0.0,0.0
the swamp true belief,@mattwillman10,https://www.youtube.com/watch?v=Y2gpiK0dtdQ,,2024-11-02 15:13:48,0.35,0.65
this guy to be the dumbest vice president candidate of all time musk done so much for the entire world one thing musk need to work on is making brain chip to make tim smarter dude make fun of trump getting in garbage this fool act like big military man big hunter the fool cant even load s shotgun,@stevemcqueen3878,https://www.youtube.com/watch?v=Y2gpiK0dtdQ,,2024-11-02 15:11:39,0.06666666666666667,0.22083333333333335
it all bad mouthing,@aaron___6014,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-02 15:35:41,-0.6999999999999998,0.6666666666666666
family flag,@sean_Mykins,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-02 14:16:56,0.0,0.0
yeah because those company are super greedy and want to continue their ridiculous markup,@sean_Mykins,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-02 14:15:45,0.0,0.8333333333333333
coz trump know nothing about real people in america the almost bankrupt billionaire trump want more money out of you why in the world anyone will try to relabel the bible and call it trump bible and sell it for,@isidroescoda7498,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-02 09:45:00,0.35,0.4
i wa there i wa inside the garbage truck ohh whats that smell,@RobiePezzos,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-02 06:46:53,0.0,0.0
everything bad trump tell u one thing good about harris im listening and waiting,@DUDE-ww8cf,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-02 05:14:53,5.551115123125783e-17,0.6333333333333333
trump,@DaleKoenig-vf2uk,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-02 04:16:29,0.0,0.0
arkansas is for trump,@casper3130,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-02 04:09:55,0.0,0.0
i dont think this round little man could have made it,@kellykirk4244,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-02 02:16:06,-0.19375,0.45
walz is horrible,@highrollerdiscs805,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-02 01:47:27,-1.0,1.0
walz should talk what weirdo,@janicepitts2620,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-02 01:38:07,0.0,0.0
tim walz please show trump how to open rear trash truck door after you show him climb in and you will find yourself kamala oprah jennifer lopez whoopi and diddy trump can lock the rear door from the outside we are sure know how to use padlock viva trump,@JoePiacente-r7s,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-02 01:18:29,0.16666666666666666,0.47962962962962963
biden could not walk up flight of stair without tripping three time,@cookwithnicky,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-02 01:14:02,0.0,0.0
i have climbed into big truck and president trump had trouble stubby walz could not do the same is fool and tool vote trumpvance because this idiot is unfit,@dianeambrose683,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-02 01:07:01,-0.25,0.30625
tampon tim making fun of trump now thats good one,@alfredosenalle9284,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-02 00:54:21,0.5,0.4
minnesota warned you aint right people,@dooger7792,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-02 00:35:54,0.2857142857142857,0.5357142857142857
is lying only if his lip are moving,@RobSchroeder-h6n,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-02 00:00:42,0.0,1.0
tim stopped by the house last night on halloween dress a elmer fudd with wrabbit in his hand the wrabbit wa still alive thank god because timmy i mean elmer couldnt figure out how to load his gun thank goodness,@lucylee2338,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 23:57:44,-0.07083333333333333,0.38472222222222224
democrat telling lie after lie trump had trouble getting into the sanitation truck harris walz have policy except for making false remark about trump tim you will be eating humble pie november,@jimdomoradzki3309,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 22:21:08,-0.26666666666666666,0.4000000000000001
did pelosi or harris give some drink to you before you did this or wa it hunter stash,@Doc2323,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 22:01:17,0.0,0.0
trump said wage are too high said hated paying his employee overtime and wouldnt pay it but told his rich corporate donor wa going to make them richer if you think trump support working people please think again,@GoKamala5,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 21:53:37,-0.09125,0.49749999999999994
and just stated about elon musk that gay guy,@sickfayth5132,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 21:30:09,0.4166666666666667,0.5833333333333334
what would joe biden do there tim,@dmaloney8433,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 21:21:40,0.0,0.0
love this guy tell it like it is stop the squeal harriswalz,@Boogeyman1435,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 21:06:21,0.5,0.6
i wan na see walz golf hole haha,@MrSixstringthing,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 20:49:44,0.0,0.225
ridiculous people there to hear his dribble,@markh347,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 20:00:05,-0.3333333333333333,1.0
everything out of tampon tims mouth is lie,@nathanlukaszonas2330,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 19:08:50,0.0,0.0
donold trump nearly fell when opened the door of the garbage truck,@simphiwetom9509,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 18:48:42,0.1,0.4
a an independent straight white selfemployed married man i stand with harris democracy country over party,@joelechols879,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 17:59:02,0.1125,0.19375
out of of trump handselected cabinet member refuse to endorse him so far have signed an open letter calling him fascist authoritarian these are the people hired who worked with him closely,@joelechols879,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 17:57:59,0.05,0.75
why doe tim walz swear so much it difficult to get young people involved in politics when us so many cuss word,@D00medHuman,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 17:51:57,0.033333333333333326,0.6333333333333333
thanks for sharing such valuable information bit offtopic but i wanted to ask i have safepal wallet with usdt and i have the seed phrase alarm fetch churn bridge exercise tape speak race clerk couch crater letter could you explain how to move them to binance,@BurmaFroehner,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 17:22:41,0.1,0.35
great content a always bit offtopic but i wanted to ask i have safepal wallet with usdt and i have the seed phrase alarm fetch churn bridge exercise tape speak race clerk couch crater letter how should i go about transferring them to binance,@AlvarGrice,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 17:22:02,0.8,0.75
wonder why theyre hiding this clown,@JuanRodriguez-jl6ft,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 16:36:35,0.0,0.0
tampon tim string attached,@patrickbrannen2887,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 16:25:38,0.0,0.0
smattering of applause,@Dandychiggins-dm3qq,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 16:15:15,0.0,0.0
give it up walz kamala set you up to fail your party deserves better,@SumOlBoy801,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 15:19:18,0.0,0.39999999999999997
trump is an idiot,@Justbeyoself,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 12:43:44,-0.8,0.8
i simply love this man welcome to the white house,@pj2192,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 11:53:02,0.43333333333333335,0.5
inspiration hope and freedom versus fear division and grievance choose and vote for hopeful united country vote harriswalz this vote will strengthen our democracy and protect your constitutional right and freedom reject fear hate and division god bless the united state of america vote blue harriswalz,@kmarie1253,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 09:40:04,-0.17142857142857146,0.511904761904762
harriswalz,@LydiaSings,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 08:54:09,0.0,0.0
𝕿𝖍𝖊 𝖉𝖚𝖒𝖇 𝕬𝖒𝖊𝖗𝖎𝖈𝖆𝖓𝖘 𝖑𝖎𝖛𝖊 𝖍𝖊𝖗𝖊 𝕸𝕾𝕹𝕭𝕮 𝖇𝖗𝖊𝖊𝖉𝖎𝖓𝖌 𝖘𝖙𝖚𝖕𝖎𝖉𝖎𝖙𝖞 maga,@EllenDegenerate-o5b,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 08:10:42,0.0,0.0
this guy is such an idiot god help u by not letting harris walz into office,@Chris-cl4ln,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 05:45:07,-0.4,0.65
i want the freedom to send my daughter to school without her nd grade teacher telling her she can be boy,@RobyWanKenobi,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 04:52:05,0.0,0.0
how did almost kill himself getting into truck,@RobyWanKenobi,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 04:49:25,0.0,0.0
trump missed the handle and his missed stepped on his bad leg,@juliekane7210,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 04:41:43,-0.6999999999999998,0.6666666666666666
if kamala harris can be commander in chief of the armed force then female through year old should be required to sign up for the military draft ie the selective service just like the federal law requires male to sign up do not discriminate against young men if there is world war then young woman should be drafted and serve on the front line too,@RealFacts-h2w,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 04:07:33,0.03333333333333333,0.22777777777777777
harris,@oliviadevoe993,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 03:43:17,0.0,0.0
what sad timmy very sad,@AMERFIN,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 03:17:05,-0.575,1.0
i live in mn and hate this guy he failure what do you suppose his iq is,@okayyyyyyyyy123,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 02:41:59,-0.3267676767676768,0.5666666666666667
lord walz rally are classroom lol vances crowd are massive,@woody71692,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 02:40:14,0.4,0.85
trump will use the supposed onset of dementia to stay out of jail,@MichaelNowak-r3j,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 01:50:59,-0.1,0.0
trump currently oversees business while fighting our government and their owned medium full time for year now trump signed paycheck for million for year now including many union worker all walz and harris ever did is take from taxpayer choose wisely,@ChillWill-q5x,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 01:47:31,0.38749999999999996,0.5875
what an idiot,@valeriethomas4168,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 01:31:55,-0.8,0.8
is serious look like and all doe is promise stuff wont accomplish just ask your wallet to be honest about the last year,@robertorvldimnri6406,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 01:23:52,0.08888888888888889,0.5444444444444444
bezos kicked in thats why missed the handle time,@dimplesp4046,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 01:01:31,0.0,0.0
he got some nerve saying that somebody look year old,@sleslie6395,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 00:35:22,0.1,0.2
i love and admire tim walz great deal very shocked to read comment here about him are you all real people or bot peace to all of u and around the world,@jonathanhsu6878,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 00:28:44,0.14750000000000002,0.6625000000000001
loooooserrrrr,@olliesplaytime7936,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-11-01 00:24:48,0.0,0.0
and trump knew they would say this,@melissag0448,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-10-31 23:43:04,0.0,0.0
tampontimmayyyyyyy,@bull_chops,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-10-31 23:29:53,0.0,0.0
harris got him to work at mc donalds biden got him to ride in garbage truck next walz should have him unclog toilet,@LR-vy5yy,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-10-31 23:29:26,-0.016666666666666666,0.0
doe anybody even give s about hearing this guy talk anymore,@AlanHammer-ww9yc,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-10-31 23:26:07,0.0,0.0
i drive semi and those doorhandle are weird ive done that before when it wet did just fine,@gypsyscometotown,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-10-31 23:20:49,-0.061111111111111095,0.6333333333333333
trumpworld is dumpster fire,@watch-m5l,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-10-31 23:16:20,0.0,0.0
awful,@YelenaSorkina-j9l,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-10-31 23:07:52,-1.0,1.0
dems are just ignorantplain and simple,@geraldlowe2652,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-10-31 22:53:25,0.0,0.35714285714285715
i truly believe kackles searched high and lowto find someone dumber than herselfand she wa quite successful so much reminds of elmer fuddsorry elmer,@geraldlowe2652,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-10-31 22:51:30,0.37000000000000005,0.5633333333333332
is it necessary for this creeping crud to take the name of our creator in vain while spread his lie,@donnaparrish7638,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-10-31 22:48:41,0.0,1.0
what load of bull crap,@brookeyoga,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-10-31 21:57:49,-0.8,0.8
trump said the u is the world garbage can he entitled to his opinion but i disagree i think this is the world greatest nation,@Gofightforit,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-10-31 21:57:10,1.0,1.0
timmy lying trump climbed into the truck problem,@oscarmerlin1143,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-10-31 21:44:26,0.0,0.0
waltz lie about being in combat lol lie about trump almost killing himself we all saw the tape got in like ninja then trolled your with the garbage truck this aint biden dope,@MissSilencedogood,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-10-31 21:35:47,0.8,0.7
he so full of cant imagine him anywhere near our white house,@henrymunoz8504,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-10-31 21:34:38,0.15,0.3166666666666667
hahahahahaha,@tonyatindle9733,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-10-31 21:30:14,0.0,0.0
this foo look older than trump and is year younger,@oscarmerlin1143,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-10-31 21:29:23,0.08333333333333333,0.16666666666666666
safety of our child double mastectomy puberty blocker and much more wow your hero tim,@jimroberts3750,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-10-31 21:29:03,0.19999999999999998,0.5
look at all those old white people not single minority in this foos rally,@oscarmerlin1143,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-10-31 21:27:51,0.045238095238095244,0.13809523809523808
got himself into the garbage truck,@Pamflute1,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-10-31 21:27:47,0.0,0.0
tampon tim what do you know about running country what have you done nothing just like kamala,@mikegoad2570,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-10-31 21:26:31,0.0,0.0
tim walz is such clown and such liar,@jessiemeadows5934,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-10-31 21:17:05,0.0,0.5
what loser,@tedbenner3053,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-10-31 21:11:35,0.0,0.0
didnt and his wife almost abort,@theTrinity431,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-10-31 21:09:30,0.0,0.0
and you might do the same after trump win,@Dtouchet72,https://www.youtube.com/watch?v=81ZFOVNX2ek,,2024-10-31 21:06:16,0.4,0.2625
come on flagstaff you can do it vote blue vote for kamala vote for your constitutional right dont let anyone take that away from you not even trump,@aelopez8270,https://www.youtube.com/watch?v=A5Oi3A42Dck,,2024-11-02 23:52:50,0.14285714285714285,0.31785714285714284
trustworthy tim walz for vp,@pfrydog,https://www.youtube.com/watch?v=A5Oi3A42Dck,,2024-11-02 21:30:44,0.0,0.0
we the people are awake watch and see u vote and perversion out,@marktrammell3720,https://www.youtube.com/watch?v=A5Oi3A42Dck,,2024-11-02 21:27:21,0.0,0.0
stop insulting my intelligence,@danbernstein4694,https://www.youtube.com/watch?v=A5Oi3A42Dck,,2024-11-02 21:24:36,-1.0,1.0
a phoenix and flagstaff resident thank you tim let go let get kamala over the finish line,@markp2827,https://www.youtube.com/watch?v=ViyKpzdP-SQ,,2024-11-02 23:50:44,0.0,0.0
be careful about waltzhe bad record in his statetoo progressive will destroy american value with crime added a topping,@RonMazyk,https://www.youtube.com/watch?v=ViyKpzdP-SQ,,2024-11-02 23:38:56,-0.24999999999999994,0.41666666666666663
if one guy can destroy everything why cant one woman fix everything,@Inanna_Myst999,https://www.youtube.com/watch?v=ViyKpzdP-SQ,,2024-11-02 23:36:23,-0.2,0.0
az vote for harriswalz much much better than trump who is losing his head how can think about any agenda vote country over partisan look at his moral value etc,@melchorasoy4611,https://www.youtube.com/watch?v=ViyKpzdP-SQ,,2024-11-02 23:29:06,0.25,0.375
gen z lead the way vote,@TheMastiffprince,https://www.youtube.com/watch?v=ViyKpzdP-SQ,,2024-11-02 23:28:42,0.0,0.0
love listening to gov tim walz,@seemva,https://www.youtube.com/watch?v=ViyKpzdP-SQ,,2024-11-02 23:26:04,0.5,0.6
i couldnt help but notice distinct lack of masculinity in that female crowd just an observation but it seems the dems really arent interested and cant attract very many male voter of any color,@joetesta5730,https://www.youtube.com/watch?v=ViyKpzdP-SQ,,2024-11-02 23:23:03,0.2333333333333333,0.3194444444444445
