Comentario,Autor,URL_Video,Idioma,Fecha_Publicacion_Comentario
personaje iso sow atentado jajaj,@abrahamdejesus6652,https://www.youtube.com/watch?v=jg_xbKUGlOA,,16/07/2024 20:28
racista vance ustedes creen superiores denigran mundo latino chino africanos árabes extranjeros sufren racismo insultos odio parte ustedes recuerdo ustedes vinieron europa causar problemas invasiones muertes robos américa país méxico robaron mitad territorio territorio gusta mexicano vayan allá dueños legitimos territorio ahora hablas droga pasa frontera méxicousa dizque afecta gente viciosa dice invasión armas país país causa muchas muertes droga llega usa,@juliangonzalez8029,https://www.youtube.com/watch?v=jg_xbKUGlOA,,16/07/2024 16:28
jaime david vance hombre junto trump,@jaimez1608,https://www.youtube.com/watch?v=jg_xbKUGlOA,,16/07/2024 15:07
busca cualidades egolatría enajenación política uds conocen quiere emular hitler,@arcadiosierra2459,https://www.youtube.com/watch?v=jg_xbKUGlOA,,16/07/2024 12:29
narcisista trump sabe puede hacer trabajo sucio pobre hombre,@Rainlove329,https://www.youtube.com/watch?v=jg_xbKUGlOA,,16/07/2024 10:16
compadesco haber hablado primero penny llegó infierno,@Rainlove329,https://www.youtube.com/watch?v=jg_xbKUGlOA,,16/07/2024 10:15
si gana trump migrantes rojillos progres demas gens izquierda pasaran peor mal ahora si hicieron emptar rubio,@rebellious88,https://www.youtube.com/watch?v=jg_xbKUGlOA,,16/07/2024 10:05
sorry vance porte presidencial,@robertorafael2599,https://www.youtube.com/watch?v=jg_xbKUGlOA,,16/07/2024 05:26
dios salva presidente patriota trump pone vicepresidente traidor acabará dándole cabeza enemigos,@cruzperez4431,https://www.youtube.com/watch?v=jg_xbKUGlOA,,16/07/2024 05:01
vicepresidente traidor peor penny entiendo presidente trump busca persona buena,@cruzperez4431,https://www.youtube.com/watch?v=jg_xbKUGlOA,,16/07/2024 04:56
genial anti progressle temen trumptiemblen zurdos hijos tiembla zurda palacio,@ricardoortega826,https://www.youtube.com/watch?v=jg_xbKUGlOA,,16/07/2024 04:35
dijo mentalista marine,@alphonso4582,https://www.youtube.com/watch?v=jg_xbKUGlOA,,16/07/2024 04:22
entiendo apuesta emocional j d vance vicepresidente suficientemente dolorosa traición infinita michael penny años casi acabar eeuu ron santis hombre trabajo maduro experiencia comprobada,@MrCapi55,https://www.youtube.com/watch?v=jg_xbKUGlOA,,16/07/2024 04:20
mike vanning,@JohnDeere-mu8cz,https://www.youtube.com/watch?v=jg_xbKUGlOA,,16/07/2024 04:16
q dios bediga eeuu amén,@hantohanto5505,https://www.youtube.com/watch?v=jg_xbKUGlOA,,16/07/2024 04:09
q contraten putin,@hantohanto5505,https://www.youtube.com/watch?v=jg_xbKUGlOA,,16/07/2024 04:07
próxima guerra civil avecina así prepárense,@ofam14,https://www.youtube.com/watch?v=jg_xbKUGlOA,,16/07/2024 04:05
decían creían cosas iban poner feas bueno pues hombre va declarar carteles mexicano terroristas significa invasión,@ofam14,https://www.youtube.com/watch?v=jg_xbKUGlOA,,16/07/2024 04:05
politico ma ideales solo apegandose aportunidades,@13cops,https://www.youtube.com/watch?v=jg_xbKUGlOA,,16/07/2024 04:00
vibe milagro señortromp,@FranciscoJavier-q4p,https://www.youtube.com/watch?v=jg_xbKUGlOA,,16/07/2024 03:59
si señor busque proteccion ponganse chalecos malla balas arriesguen andar ninguna proteccion protejan cuerpos favor cuiden vidas trabajo ustedes protejanse favor,@FranciscoJavier-q4p,https://www.youtube.com/watch?v=jg_xbKUGlOA,,16/07/2024 03:58
dios salvo trump dios bendiga américa,@luisramos1798,https://www.youtube.com/watch?v=jg_xbKUGlOA,,16/07/2024 03:48
horrible not enough time to go over topic,@jasond2333,https://www.youtube.com/watch?v=jEphfGpJjc8,,02/11/2024 19:30
vance blah blah blah moderator governor walz would you like to respond walz blah blah blah moderator senator vance you said x and this some b,@alekseysalaz1948,https://www.youtube.com/watch?v=jEphfGpJjc8,,02/11/2024 05:39
vances obsession with energy policy is telling is ignorant of the fact that there is shortage of drilling permit in the united state the only thing preventing lower price is the oil company intentionally limiting production to keep profit up is ignorant of the fact that the u is net exporter of oil and gasoline is ignorant of the fact that average gasoline price are lower during the biden administration than during the trump adminstration drill baby drill is tired republican mantra that may have resonated in but is silly and absurd in,@paulb2097,https://www.youtube.com/watch?v=jEphfGpJjc8,,02/11/2024 05:21
the moderator are ridiculous they shouldnt insert themselves into the debate we really dont even need them at all they dont ask good question debate can just be discussion or argument between two candidate about whatever they choose to discus,@RH-zk8je,https://www.youtube.com/watch?v=jEphfGpJjc8,,01/11/2024 15:21
i xant listen to this anymore pet them talk not everything can be fit into two minute soundbyte,@andy62501,https://www.youtube.com/watch?v=jEphfGpJjc8,,01/11/2024 13:49
jd is fantastic,@stephiecakes3023,https://www.youtube.com/watch?v=jEphfGpJjc8,,01/11/2024 10:34
nora just got fired,@mickeyjackson9318,https://www.youtube.com/watch?v=jEphfGpJjc8,,01/11/2024 08:26
id vote for jd over trump if i could,@TheKrumster,https://www.youtube.com/watch?v=jEphfGpJjc8,,01/11/2024 01:42
if vance wa running for president id probably vote republican,@flawlez7474,https://www.youtube.com/watch?v=jEphfGpJjc8,,31/10/2024 18:10
merci beaucoup pour lhistoire bonne nouvelle vice president vance et walz million of blessing esther st juste,@user-th5hx7kl1l,https://www.youtube.com/watch?v=jEphfGpJjc8,,31/10/2024 15:07
waltz is so bad,@stephena5752,https://www.youtube.com/watch?v=jEphfGpJjc8,,31/10/2024 14:50
in the fourth quarter of there were roughly bankowned home in the united state of those were vacant home becomes bankowned when homeowner default on their mortgage and the bank forecloses if one buy the foreclosure at auction the bank take ownership of the property these property are also known a real estate owned reo bank may hold back repossessed property to prevent price from dropping further,@jenettethorson3138,https://www.youtube.com/watch?v=jEphfGpJjc8,,31/10/2024 00:54
the new york time electric car owner confront harsh foe cold weather in freezing temperature the battery of electric vehicle can be le efficient and have shorter range lesson many tesla driver in jan abc angeles chicagoarea tesla charging station see stranded driver a their car are not charging dead battery in freezing cold weather tesla charging station in the chicagoarea saw several stranded driver a their car were not charging in the bitterly cold weather jan autoevolution eyeopening firsttime tesla model owner learns they cant charge at home buying an allelectric vehicle can make lot of sense for people who are preponderantly urban dweller but proper research is needed jun,@jenettethorson3138,https://www.youtube.com/watch?v=jEphfGpJjc8,,30/10/2024 23:52
ev owner furious a repair cost skyrocket and are not worth fixing,@jenettethorson3138,https://www.youtube.com/watch?v=jEphfGpJjc8,,30/10/2024 23:48
some potential issue with electric vehicle ev include battery capacity loss while battery failure are rare gradual loss of capacity can lead to range drop and make repair uneconomical charging infrastructure there may be lack of charging station or the station may be broken or incompatible with the ev rapid charging station are available but they are expensive and not widely available charging speed charging time can be barrier to switching from gaspowered car to ev electricity cost electricity rate fluctuate similar to gas price insurance premium ev may have higher insurance premium due to their higher average price and the potential for higher repair cost electrical issue ev can have electrical issue but they can often be resolved before they become major problem maintenance and repair ev generally require le maintenance and fewer repair than gaspowered car and they can often be fixed remotely other challenge with ev include purchase cost range anxiety limited selection difficulty finding technician and grid capacity,@jenettethorson3138,https://www.youtube.com/watch?v=jEphfGpJjc8,,30/10/2024 23:45
walz is just regurgitating old rhetoric not answering the question about an israeli preemptive strike yielding instead to smear campaign way to go tampon tim origin gore became interested in global warming when took course at harvard university with professor roger revelle one of the first scientist to measure carbon dioxide in the atmosphere later when gore wa in congress initiated the first congressional hearing on the subject in global warming is surprise tim,@jenettethorson3138,https://www.youtube.com/watch?v=jEphfGpJjc8,,30/10/2024 23:33
this two woman are disgrace,@ivanvega430,https://www.youtube.com/watch?v=jEphfGpJjc8,,30/10/2024 18:56
they shouldnt be allowed to have teleprompter,@colbyscheeze23,https://www.youtube.com/watch?v=jEphfGpJjc8,,29/10/2024 18:04
vance,@yvonnesandoval773,https://www.youtube.com/watch?v=jEphfGpJjc8,,28/10/2024 23:17
lmao at jd vance not commenting on any alternative to abortion for his friend who had the abortion that wa stuck in an abusive relationship what doe propose for woman stuck in those situation if she carried to term shed be tied to an abusive partner for life and would be parenting with an abusive ex,@alleirbag01,https://www.youtube.com/watch?v=jEphfGpJjc8,,28/10/2024 22:26
kamala did not prosecute gang she never had complex case that she prosecuted look it up people too bad the medium wont do it,@TD-lh6wt,https://www.youtube.com/watch?v=jEphfGpJjc8,,27/10/2024 08:18
can anyone imagine waltz a the president,@TD-lh6wt,https://www.youtube.com/watch?v=jEphfGpJjc8,,27/10/2024 08:14
jd vance is the real deal doe his homework and call people out on their fallacy waltz isnt bad either but vance is far more clear cut on what his party will actually do to help america also these moderator are horrendous,@jansleyreal,https://www.youtube.com/watch?v=jEphfGpJjc8,,26/10/2024 01:18
